ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
2856 (BT-UK-AS),86.157.134.x/24,yes,blocked,blocked,none,2017-05-30
8916 (PORTFAST),188.246.205.x/24,no,blocked,blocked,none,2017-05-30
8916 (PORTFAST),2a03:9800:xx::/40,no,received,received,/16,2017-05-30
2856 (BT-UK-AS),195.171.242.x/24,yes,blocked,blocked,none,2017-05-30
56478 (BCUBE-AS),88.98.204.x/24,yes,rewritten,rewritten,none,2017-05-30
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-30
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-30
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-30
13285 (OPALTELECOM-AS),89.240.238.x/24,yes,rewritten,rewritten,none,2017-05-30
4589 (EASYNET),82.110.120.x/24,yes,blocked,blocked,none,2017-05-30
12576 (ORANGE-PCS),31.88.237.x/24,yes,rewritten,rewritten,none,2017-05-30
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.72.x/24,yes,blocked,blocked,none,2017-05-30
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-30
5089 (NTL),86.23.51.x/24,yes,blocked,blocked,none,2017-05-30
43234 (TT-AOLUK-AS),92.6.232.x/24,yes,rewritten,rewritten,none,2017-05-30
786 (JANET),193.61.155.x/24,no,blocked,blocked,/19,2017-05-30
54115 (FACEBOOK-CORP),199.201.66.x/24,yes,blocked,blocked,/19,2017-05-30
54115 (FACEBOOK-CORP),2620:10d:c0xx::/40,yes,unknown,unknown,none,2017-05-30
25180 (EXPONENTIAL-E-AS),5.148.8.x/24,yes,rewritten,rewritten,none,2017-05-30
2856 (BT-UK-AS),86.157.134.x/24,yes,blocked,blocked,none,2017-05-30
2529 (DEMON-INTERNET),195.11.185.x/24,yes,blocked,blocked,none,2017-05-30
5607 (BSKYB-BROADBAND-AS),90.206.248.x/24,yes,blocked,blocked,none,2017-05-30
5607 (BSKYB-BROADBAND-AS),2a02:c7d:1xx::/40,no,blocked,blocked,/64,2017-05-30
50023 (Vodat),109.68.14.x/24,yes,unknown,received,/8,2017-05-30
9105 (TISCALI-UK),79.75.13.x/24,yes,received,received,/29,2017-05-30
5089 (NTL),86.28.184.x/24,yes,blocked,blocked,none,2017-05-30
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-05-30
6871 (Plusnet),143.159.243.x/24,yes,unknown,unknown,none,2017-05-30
12576 (ORANGE-PCS),95.150.62.x/24,yes,rewritten,rewritten,none,2017-05-30
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-30
2856 (BT-UK-AS),86.129.162.x/24,yes,blocked,blocked,none,2017-05-30
5607 (BSKYB-BROADBAND-AS),90.197.89.x/24,yes,unknown,blocked,none,2017-05-30
5607 (BSKYB-BROADBAND-AS),94.3.226.x/24,yes,blocked,blocked,none,2017-05-30
5607 (BSKYB-BROADBAND-AS),2a02:c7d:c5xx::/40,no,blocked,blocked,/64,2017-05-30
2856 (BT-UK-AS),81.159.212.x/24,yes,unknown,rewritten,none,2017-05-29
2856 (BT-UK-AS),2a00:23c3:12xx::/40,no,blocked,blocked,/64,2017-05-29
2856 (BT-UK-AS),86.176.127.x/24,yes,unknown,rewritten,none,2017-05-29
2856 (BT-UK-AS),2a00:23c3:12xx::/40,no,blocked,blocked,/64,2017-05-29
5413 (AS5413),89.145.253.x/24,yes,rewritten,rewritten,none,2017-05-29
786 (JANET),148.88.244.x/24,yes,unknown,unknown,none,2017-05-29
2856 (BT-UK-AS),81.152.63.x/24,yes,rewritten,rewritten,none,2017-05-29
2856 (BT-UK-AS),81.152.63.x/24,yes,rewritten,rewritten,none,2017-05-29
2856 (BT-UK-AS),109.153.77.x/24,yes,rewritten,rewritten,none,2017-05-29
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-29
12576 (ORANGE-PCS),31.88.237.x/24,yes,rewritten,rewritten,none,2017-05-29
5089 (NTL),82.2.8.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),90.196.210.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),2a02:c7d:31xx::/40,no,blocked,blocked,/64,2017-05-29
786 (JANET),148.88.244.x/24,yes,unknown,unknown,none,2017-05-29
2856 (BT-UK-AS),81.152.63.x/24,yes,rewritten,rewritten,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),5.64.215.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,none,2017-05-29
786 (JANET),193.61.148.x/24,yes,rewritten,rewritten,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),2.220.252.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8cxx::/40,no,blocked,blocked,/64,2017-05-29
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-05-29
2856 (BT-UK-AS),81.155.172.x/24,yes,rewritten,rewritten,none,2017-05-29
5378,90.254.171.x/24,yes,blocked,blocked,none,2017-05-29
2856 (BT-UK-AS),109.157.82.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),5.64.215.x/24,yes,blocked,blocked,none,2017-05-29
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,/56,2017-05-29
2856 (BT-UK-AS),5.80.180.x/24,yes,blocked,blocked,none,2017-05-29
5089 (NTL),86.25.184.x/24,yes,blocked,blocked,none,2017-05-29
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.79.x/24,yes,blocked,blocked,none,2017-05-29
41230 (ASK4),31.205.38.x/24,yes,blocked,blocked,none,2017-05-29
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-29
5089 (NTL),81.102.216.x/24,yes,blocked,blocked,none,2017-05-29
2856 (BT-UK-AS),86.154.221.x/24,yes,blocked,blocked,none,2017-05-29
56329 (GIGACLEAR),46.227.149.x/24,yes,rewritten,rewritten,none,2017-05-29
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-29
13037 (ZEN-AS),82.68.191.x/24,yes,blocked,blocked,/29,2017-05-29
786 (JANET),194.35.207.x/24,yes,rewritten,rewritten,none,2017-05-29
9105 (TISCALI-UK),79.75.12.x/24,yes,received,received,/8,2017-05-29
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-05-29
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-29
6871 (Plusnet),91.125.119.x/24,yes,blocked,blocked,none,2017-05-29
6871 (Plusnet),91.125.119.x/24,yes,blocked,blocked,none,2017-05-29
8560 (ONEANDONE-AS),77.68.13.x/24,yes,blocked,blocked,none,2017-05-29
3215 (AS3215),2a01:cb19:87xx::/40,no,blocked,blocked,/64,2017-05-29
786 (JANET),194.35.207.x/24,yes,rewritten,rewritten,none,2017-05-29
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-05-28
2856 (BT-UK-AS),194.72.102.x/24,yes,blocked,blocked,none,2017-05-28
5607 (BSKYB-BROADBAND-AS),176.253.89.x/24,yes,rewritten,rewritten,none,2017-05-28
5089 (NTL),213.107.166.x/24,yes,unknown,blocked,none,2017-05-28
5607 (BSKYB-BROADBAND-AS),5.64.215.x/24,yes,blocked,blocked,none,2017-05-28
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,/56,2017-05-28
2856 (BT-UK-AS),109.154.146.x/24,yes,blocked,blocked,none,2017-05-28
2856 (BT-UK-AS),86.135.243.x/24,yes,unknown,unknown,none,2017-05-28
54115 (FACEBOOK-CORP),2620:10d:c0xx::/40,yes,unknown,unknown,none,2017-05-28
6871 (Plusnet),147.147.16.x/24,yes,rewritten,rewritten,none,2017-05-28
2856 (BT-UK-AS),109.154.146.x/24,yes,blocked,blocked,none,2017-05-28
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-28
5607 (BSKYB-BROADBAND-AS),5.67.107.x/24,yes,blocked,blocked,none,2017-05-28
5607 (BSKYB-BROADBAND-AS),2a02:c7f:dexx::/40,no,blocked,blocked,/64,2017-05-28
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-05-28
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-05-28
6871 (Plusnet),51.7.243.x/24,yes,unknown,unknown,none,2017-05-28
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-28
5089 (NTL),77.98.166.x/24,yes,blocked,blocked,none,2017-05-28
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-28
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-05-28
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-28
2856 (BT-UK-AS),86.129.62.x/24,yes,blocked,blocked,none,2017-05-28
2856 (BT-UK-AS),217.42.230.x/24,yes,rewritten,rewritten,none,2017-05-28
13285 (OPALTELECOM-AS),92.20.172.x/24,yes,rewritten,rewritten,none,2017-05-28
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-05-28
2856 (BT-UK-AS),86.176.127.x/24,yes,unknown,rewritten,none,2017-05-28
13285 (OPALTELECOM-AS),78.147.98.x/24,yes,rewritten,rewritten,none,2017-05-28
34660 (IDAQ-AS),217.168.153.x/24,no,blocked,blocked,/28,2017-05-28
6939 (HURRICANE),2001:470:6bxx::/40,no,blocked,blocked,/48,2017-05-28
203380 (DAInternationalGroup),130.185.251.x/24,no,unknown,unknown,none,2017-05-28
50056 (AI-NET),178.18.118.x/24,no,blocked,blocked,/26,2017-05-28
50056 (AI-NET),2a01:8000:1fxx::/40,no,blocked,blocked,/64,2017-05-28
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-05-28
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-05-28
5089 (NTL),81.109.138.x/24,yes,blocked,blocked,none,2017-05-28
2856 (BT-UK-AS),86.176.96.x/24,yes,rewritten,rewritten,none,2017-05-27
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-05-27
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-05-27
786 (JANET),129.67.39.x/24,yes,blocked,blocked,none,2017-05-27
5089 (NTL),86.19.215.x/24,yes,rewritten,rewritten,none,2017-05-27
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-27
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-05-27
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-05-27
6871 (Plusnet),80.229.141.x/24,yes,blocked,blocked,none,2017-05-27
41012 (THECLOUD),94.119.96.x/24,yes,blocked,blocked,none,2017-05-27
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-27
5089 (NTL),86.25.184.x/24,yes,unknown,blocked,none,2017-05-27
2856 (BT-UK-AS),86.176.96.x/24,yes,rewritten,rewritten,none,2017-05-27
2856 (BT-UK-AS),81.129.133.x/24,yes,blocked,blocked,none,2017-05-27
2856 (BT-UK-AS),109.151.162.x/24,yes,blocked,blocked,none,2017-05-27
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-27
6871 (Plusnet),81.174.242.x/24,yes,blocked,blocked,none,2017-05-27
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.84.x/24,yes,blocked,blocked,none,2017-05-27
6871 (Plusnet),143.159.126.x/24,yes,rewritten,rewritten,none,2017-05-27
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-05-27
9105 (TISCALI-UK),88.105.147.x/24,yes,rewritten,rewritten,none,2017-05-27
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,blocked,none,2017-05-27
5089 (NTL),77.100.208.x/24,yes,blocked,blocked,none,2017-05-27
50023 (Vodat),109.68.14.x/24,yes,unknown,received,/8,2017-05-27
2856 (BT-UK-AS),86.160.243.x/24,yes,rewritten,rewritten,none,2017-05-27
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-27
13285 (OPALTELECOM-AS),78.147.98.x/24,yes,rewritten,rewritten,none,2017-05-27
6871 (Plusnet),91.125.103.x/24,yes,rewritten,rewritten,none,2017-05-27
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-27
29180 (O2-ONLINE-AS),82.132.218.x/24,yes,blocked,blocked,none,2017-05-27
6871 (Plusnet),80.229.141.x/24,yes,blocked,blocked,none,2017-05-27
198605 (AVAST-AS-DC),5.62.43.x/24,yes,unknown,unknown,none,2017-05-27
5607 (BSKYB-BROADBAND-AS),176.26.35.x/24,yes,blocked,blocked,none,2017-05-26
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-05-26
786 (JANET),193.60.182.x/24,yes,unknown,unknown,none,2017-05-26
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),86.154.221.x/24,yes,blocked,blocked,none,2017-05-26
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-26
6871 (Plusnet),51.9.4.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),109.147.183.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),213.107.166.x/24,yes,unknown,blocked,none,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
5607 (BSKYB-BROADBAND-AS),90.215.113.x/24,yes,blocked,blocked,none,2017-05-26
5607 (BSKYB-BROADBAND-AS),2a02:c7d:90xx::/40,no,blocked,blocked,/56,2017-05-26
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.82.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),31.48.71.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),86.21.74.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),81.152.63.x/24,yes,rewritten,rewritten,none,2017-05-26
42004 (ULGRP-AS),194.105.155.x/24,yes,blocked,blocked,none,2017-05-26
42004 (ULGRP-AS),2a00:19d8:xx::/40,no,blocked,blocked,/64,2017-05-26
5607 (BSKYB-BROADBAND-AS),94.1.253.x/24,yes,unknown,blocked,none,2017-05-26
2856 (BT-UK-AS),109.157.82.x/24,yes,blocked,blocked,none,2017-05-26
786 (JANET),148.88.244.x/24,yes,unknown,unknown,none,2017-05-26
786 (JANET),143.53.30.x/24,no,blocked,blocked,/16,2017-05-26
12496 (IDNET),91.135.5.x/24,yes,rewritten,rewritten,none,2017-05-26
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-26
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),77.100.208.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),86.140.191.x/24,yes,blocked,blocked,none,2017-05-26
2856 (BT-UK-AS),2a00:23c0:8bxx::/40,no,blocked,blocked,/56,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
41230 (ASK4),31.205.38.x/24,yes,blocked,blocked,none,2017-05-26
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-26
12513 (ECLIPSE),82.153.160.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),86.28.232.x/24,yes,blocked,blocked,none,2017-05-26
786 (JANET),130.88.240.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
12513 (ECLIPSE),213.152.59.x/24,yes,rewritten,rewritten,none,2017-05-26
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-05-26
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-26
9105 (TISCALI-UK),79.75.30.x/24,yes,received,received,none,2017-05-26
12496 (IDNET),212.69.53.x/24,yes,blocked,blocked,none,2017-05-26
6871 (Plusnet),143.159.243.x/24,yes,unknown,unknown,none,2017-05-26
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-05-26
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-26
43234 (TT-AOLUK-AS),92.0.250.x/24,yes,rewritten,rewritten,none,2017-05-26
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-26
13213 (UK2NET-AS),82.163.79.x/24,no,blocked,blocked,none,2017-05-26
9105 (TISCALI-UK),88.110.77.x/24,yes,rewritten,rewritten,none,2017-05-25
6871 (Plusnet),80.229.141.x/24,yes,blocked,blocked,none,2017-05-25
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-25
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-25
6871 (Plusnet),51.6.53.x/24,yes,rewritten,rewritten,none,2017-05-25
2856 (BT-UK-AS),86.176.96.x/24,yes,rewritten,rewritten,none,2017-05-25
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-05-25
31712 (GIGASTREAM-AS),83.142.39.x/24,no,blocked,blocked,/28,2017-05-25
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.81.x/24,yes,blocked,blocked,none,2017-05-25
42831 (UKSERVERS-AS),77.75.125.x/24,yes,blocked,blocked,none,2017-05-25
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-05-25
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-05-25
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-25
12703 (PULSANT-AS),87.246.65.x/24,yes,unknown,unknown,none,2017-05-25
60187 (LGFL-AS),5.150.93.x/24,yes,blocked,blocked,none,2017-05-25
60339 (H3GUK),188.29.164.x/24,yes,blocked,received,/8,2017-05-25
9105 (TISCALI-UK),79.68.164.x/24,yes,rewritten,rewritten,none,2017-05-25
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-05-25
5089 (NTL),86.28.184.x/24,yes,blocked,blocked,none,2017-05-25
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-05-25
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-05-25
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-05-25
25180 (EXPONENTIAL-E-AS),31.221.77.x/24,yes,blocked,blocked,none,2017-05-25
6871 (Plusnet),80.229.29.x/24,yes,rewritten,rewritten,none,2017-05-25
12513 (ECLIPSE),82.153.160.x/24,yes,blocked,blocked,none,2017-05-25
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-05-25
5089 (NTL),82.44.143.x/24,yes,unknown,unknown,none,2017-05-25
60339 (H3GUK),94.197.121.x/24,yes,blocked,received,/8,2017-05-25
9105 (TISCALI-UK),79.75.22.x/24,yes,received,received,/8,2017-05-25
786 (JANET),138.38.253.x/24,no,unknown,unknown,none,2017-05-25
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-25
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-05-25
2529 (DEMON-INTERNET),62.49.161.x/24,yes,blocked,blocked,none,2017-05-25
2856 (BT-UK-AS),109.149.173.x/24,yes,blocked,blocked,none,2017-05-25
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,rewritten,rewritten,none,2017-05-25
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-25
198605 (AVAST-AS-DC),5.62.43.x/24,yes,unknown,unknown,none,2017-05-25
2856 (BT-UK-AS),109.151.162.x/24,yes,blocked,blocked,none,2017-05-25
6871 (Plusnet),80.229.232.x/24,yes,rewritten,rewritten,none,2017-05-24
20860 (IOMART-AS),78.129.251.x/24,yes,blocked,blocked,none,2017-05-24
43234 (TT-AOLUK-AS),92.8.109.x/24,yes,rewritten,rewritten,none,2017-05-24
13213 (UK2NET-AS),109.123.123.x/24,yes,blocked,blocked,none,2017-05-24
20860 (IOMART-AS),78.129.130.x/24,yes,blocked,blocked,none,2017-05-24
43234 (TT-AOLUK-AS),92.10.217.x/24,yes,rewritten,rewritten,none,2017-05-24
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-05-24
41230 (ASK4),31.205.38.x/24,yes,blocked,blocked,none,2017-05-24
9009 (M247),89.238.177.x/24,yes,blocked,blocked,none,2017-05-24
20860 (IOMART-AS),109.169.46.x/24,yes,blocked,blocked,none,2017-05-24
13285 (OPALTELECOM-AS),78.147.98.x/24,yes,rewritten,rewritten,none,2017-05-24
5607 (BSKYB-BROADBAND-AS),90.216.201.x/24,yes,blocked,blocked,none,2017-05-24
5607 (BSKYB-BROADBAND-AS),2a02:c7d:b7xx::/40,no,blocked,blocked,/64,2017-05-24
5607 (BSKYB-BROADBAND-AS),90.214.223.x/24,yes,blocked,blocked,none,2017-05-24
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8xx::/40,no,blocked,blocked,/64,2017-05-24
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.81.x/24,yes,blocked,blocked,none,2017-05-24
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-24
31655 (ASN-GammaTelecom),188.66.84.x/24,yes,rewritten,rewritten,none,2017-05-24
786 (JANET),148.88.244.x/24,yes,unknown,unknown,none,2017-05-24
6871 (Plusnet),51.9.79.x/24,yes,blocked,blocked,none,2017-05-24
42004 (ULGRP-AS),194.105.155.x/24,yes,blocked,blocked,none,2017-05-24
42004 (ULGRP-AS),2a00:19d8:xx::/40,no,blocked,blocked,/64,2017-05-24
9105 (TISCALI-UK),79.68.164.x/24,yes,rewritten,rewritten,none,2017-05-24
2856 (BT-UK-AS),81.138.4.x/24,yes,blocked,blocked,none,2017-05-24
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-05-24
2856 (BT-UK-AS),86.129.62.x/24,yes,blocked,blocked,none,2017-05-24
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-24
5607 (BSKYB-BROADBAND-AS),176.250.151.x/24,yes,blocked,blocked,none,2017-05-24
5607 (BSKYB-BROADBAND-AS),2a02:c7d:b3xx::/40,no,blocked,blocked,/64,2017-05-24
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-24
25310 (ASN-CWACCESS),84.9.183.x/24,yes,blocked,blocked,none,2017-05-24
41811 (CONVERGENCE-GROUP),37.205.56.x/24,yes,unknown,unknown,none,2017-05-24
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-24
9105 (TISCALI-UK),79.75.22.x/24,yes,received,received,/8,2017-05-24
786 (JANET),138.38.157.x/24,no,unknown,unknown,none,2017-05-24
12513 (ECLIPSE),82.153.160.x/24,yes,blocked,blocked,none,2017-05-24
786 (JANET),192.41.131.x/24,yes,unknown,unknown,none,2017-05-24
5089 (NTL),86.21.74.x/24,yes,blocked,blocked,none,2017-05-24
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-05-24
9105 (TISCALI-UK),79.75.22.x/24,yes,received,received,/8,2017-05-24
5089 (NTL),77.98.166.x/24,yes,unknown,blocked,none,2017-05-24
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-24
60257 (Origin),145.255.245.x/24,yes,unknown,rewritten,none,2017-05-24
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-05-24
6871 (Plusnet),80.229.141.x/24,yes,blocked,blocked,none,2017-05-24
786 (JANET),148.88.244.x/24,yes,unknown,unknown,none,2017-05-23
5607 (BSKYB-BROADBAND-AS),90.205.26.x/24,yes,blocked,blocked,none,2017-05-23
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8exx::/40,no,blocked,blocked,/64,2017-05-23
43234 (TT-AOLUK-AS),92.10.217.x/24,yes,rewritten,rewritten,none,2017-05-23
9105 (TISCALI-UK),79.68.164.x/24,yes,rewritten,rewritten,none,2017-05-23
5607 (BSKYB-BROADBAND-AS),2.220.252.x/24,yes,blocked,blocked,none,2017-05-23
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8cxx::/40,no,blocked,blocked,/64,2017-05-23
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-05-23
5089 (NTL),86.28.184.x/24,yes,blocked,blocked,none,2017-05-23
5089 (NTL),82.20.136.x/24,yes,blocked,blocked,none,2017-05-23
13285 (OPALTELECOM-AS),78.146.140.x/24,yes,rewritten,rewritten,none,2017-05-23
6871 (Plusnet),51.7.14.x/24,yes,unknown,rewritten,none,2017-05-23
5089 (NTL),86.21.74.x/24,yes,blocked,blocked,none,2017-05-23
16082 (SPITFIRE),87.224.70.x/24,yes,unknown,unknown,none,2017-05-23
13009 (VDATA),213.146.158.x/24,yes,unknown,unknown,none,2017-05-23
39326 (HSO-GROUP),80.71.13.x/24,yes,unknown,unknown,none,2017-05-23
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-23
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-05-23
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-23
2856 (BT-UK-AS),195.171.242.x/24,yes,blocked,blocked,none,2017-05-23
4589 (EASYNET),82.110.120.x/24,yes,blocked,blocked,none,2017-05-23
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-05-23
42689 (Cablecom-AS),109.175.185.x/24,yes,blocked,received,/8,2017-05-23
42689 (Cablecom-AS),2a01:388:2xx::/40,no,received,received,/16,2017-05-23
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,rewritten,rewritten,none,2017-05-23
9105 (TISCALI-UK),79.75.26.x/24,yes,received,received,/8,2017-05-23
25135 (vodafone_uk_asn),185.69.145.x/24,yes,unknown,blocked,none,2017-05-23
2856 (BT-UK-AS),86.176.127.x/24,yes,unknown,rewritten,none,2017-05-23
2856 (BT-UK-AS),109.159.184.x/24,yes,blocked,blocked,none,2017-05-23
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-05-23
786 (JANET),138.38.246.x/24,no,unknown,unknown,none,2017-05-23
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-05-23
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-05-23
12576 (ORANGE-PCS),2.26.166.x/24,yes,rewritten,rewritten,none,2017-05-23
6871 (Plusnet),46.208.62.x/24,yes,blocked,blocked,none,2017-05-23
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-05-23
5607 (BSKYB-BROADBAND-AS),90.216.201.x/24,yes,blocked,blocked,none,2017-05-23
12576 (ORANGE-PCS),95.150.63.x/24,yes,rewritten,rewritten,none,2017-05-23
13213 (UK2NET-AS),185.2.137.x/24,yes,blocked,blocked,none,2017-05-22
20860 (IOMART-AS),5.133.176.x/24,yes,blocked,blocked,none,2017-05-22
