ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
3320 (DTAG),93.192.82.x/24,yes,blocked,blocked,none,2017-09-07
3320 (DTAG),2003:d8:6bxx::/40,no,blocked,blocked,/56,2017-09-07
8881 (VERSATEL),87.123.180.x/24,yes,blocked,blocked,none,2017-09-07
13101 (TNG-AS),86.103.231.x/24,yes,blocked,blocked,none,2017-09-07
8767 (MNET-AS),188.174.180.x/24,yes,unknown,blocked,none,2017-09-07
6830 (LGI-UPC),109.91.37.x/24,yes,blocked,blocked,none,2017-09-07
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-09-07
3320 (DTAG),79.223.42.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-06
3320 (DTAG),79.223.42.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-09-06
3320 (DTAG),79.223.63.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-09-06
3320 (DTAG),79.223.57.x/24,yes,unknown,unknown,none,2017-09-06
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-09-06
3320 (DTAG),79.223.57.x/24,yes,unknown,unknown,none,2017-09-06
35244 (KMS-DE_AS),77.47.118.x/24,yes,blocked,blocked,none,2017-09-06
35244 (KMS-DE_AS),2001:4c50:1xx::/40,no,blocked,blocked,/56,2017-09-06
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-09-06
3209 (VODANET),94.219.117.x/24,yes,blocked,blocked,none,2017-09-06
28753 (LEASEWEB-DE),84.16.242.x/24,yes,blocked,blocked,none,2017-09-06
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-09-06
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-09-06
8881 (VERSATEL),87.122.65.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),87.178.216.x/24,yes,blocked,blocked,none,2017-09-06
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-09-06
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/120,2017-09-06
3320 (DTAG),79.223.57.x/24,yes,blocked,blocked,none,2017-09-06
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/120,2017-09-06
8767 (MNET-AS),188.174.179.x/24,yes,blocked,blocked,none,2017-09-06
8767 (MNET-AS),2001:a61:20xx::/40,no,blocked,blocked,/56,2017-09-06
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-09-05
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-09-05
3320 (DTAG),79.242.119.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-09-05
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-09-05
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-09-05
6805 (TDDE-ASN1),78.51.182.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),87.178.213.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),84.136.247.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),2003:62:44xx::/40,no,blocked,blocked,/64,2017-09-05
3320 (DTAG),87.178.213.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),79.223.39.x/24,yes,blocked,blocked,none,2017-09-05
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-05
8767 (MNET-AS),188.174.180.x/24,yes,blocked,blocked,none,2017-09-05
8767 (MNET-AS),2001:a61:20xx::/40,no,blocked,blocked,/56,2017-09-05
8881 (VERSATEL),87.122.254.x/24,yes,blocked,blocked,none,2017-09-05
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-09-04
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-09-04
6830 (LGI-UPC),130.180.119.x/24,yes,unknown,unknown,none,2017-09-04
8365 (MANDA),130.83.73.x/24,no,unknown,unknown,none,2017-09-04
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-09-04
28753 (LEASEWEB-DE),178.162.199.x/24,yes,blocked,blocked,none,2017-09-04
28753 (LEASEWEB-DE),178.162.203.x/24,yes,blocked,blocked,none,2017-09-04
28753 (LEASEWEB-DE),178.162.203.x/24,yes,blocked,blocked,none,2017-09-04
28753 (LEASEWEB-DE),46.165.228.x/24,yes,blocked,blocked,none,2017-09-04
28753 (LEASEWEB-DE),178.162.214.x/24,yes,blocked,blocked,none,2017-09-04
28753 (LEASEWEB-DE),46.165.251.x/24,yes,blocked,blocked,none,2017-09-04
3320 (DTAG),79.223.34.x/24,yes,blocked,blocked,none,2017-09-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-04
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-09-04
3320 (DTAG),79.223.34.x/24,yes,blocked,blocked,none,2017-09-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-09-04
3320 (DTAG),79.223.50.x/24,yes,blocked,blocked,none,2017-09-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-09-04
28753 (LEASEWEB-DE),178.162.199.x/24,yes,blocked,blocked,none,2017-09-04
8767 (MNET-AS),188.174.177.x/24,yes,blocked,blocked,none,2017-09-04
8767 (MNET-AS),2001:a61:20xx::/40,no,blocked,blocked,/56,2017-09-04
31334 (KABELDEUTSCHLAND-AS),95.91.236.x/24,yes,blocked,blocked,none,2017-09-04
8881 (VERSATEL),87.123.186.x/24,yes,blocked,blocked,none,2017-09-04
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-09-04
8881 (VERSATEL),89.245.53.x/24,yes,blocked,blocked,none,2017-09-04
3320 (DTAG),79.223.60.x/24,yes,blocked,blocked,none,2017-09-03
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-09-03
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-09-03
3320 (DTAG),62.158.79.x/24,yes,blocked,blocked,none,2017-09-03
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-09-03
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-09-03
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-09-03
14061 (DIGITALOCEAN-ASN),46.101.240.x/24,no,blocked,blocked,none,2017-09-03
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-09-03
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-09-03
8881 (VERSATEL),89.245.229.x/24,yes,blocked,blocked,none,2017-09-03
3320 (DTAG),79.223.51.x/24,yes,blocked,blocked,none,2017-09-03
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-03
3320 (DTAG),79.223.51.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/112,2017-09-02
3320 (DTAG),84.181.166.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-02
3320 (DTAG),84.181.166.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-09-02
3320 (DTAG),84.141.21.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),2003:ce:c3xx::/40,no,blocked,blocked,/56,2017-09-02
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-09-02
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-09-02
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-09-02
42652 (DELUNET),188.210.57.x/24,yes,blocked,blocked,none,2017-09-02
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-09-02
8881 (VERSATEL),83.135.113.x/24,yes,blocked,blocked,none,2017-09-02
3320 (DTAG),79.223.35.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-09-01
15943 (WTNET-AS),46.59.214.x/24,yes,rewritten,rewritten,none,2017-09-01
3320 (DTAG),91.14.156.x/24,yes,blocked,blocked,none,2017-09-01
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-09-01
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-09-01
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-09-01
6805 (TDDE-ASN1),92.229.92.x/24,yes,blocked,blocked,none,2017-09-01
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-09-01
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-09-01
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-09-01
8881 (VERSATEL),87.122.11.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),79.242.115.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),93.236.146.x/24,yes,unknown,unknown,none,2017-09-01
8881 (VERSATEL),89.245.102.x/24,yes,blocked,blocked,none,2017-09-01
8365 (MANDA),130.83.73.x/24,no,unknown,unknown,none,2017-09-01
8365 (MANDA),2001:41b8:8xx::/40,no,unknown,unknown,none,2017-09-01
6805 (TDDE-ASN1),78.52.206.x/24,yes,blocked,blocked,none,2017-09-01
6805 (TDDE-ASN1),77.186.238.x/24,yes,rewritten,rewritten,none,2017-09-01
8767 (MNET-AS),188.174.186.x/24,yes,blocked,blocked,none,2017-09-01
8767 (MNET-AS),2001:a61:20xx::/40,no,blocked,blocked,/56,2017-09-01
8881 (VERSATEL),89.245.126.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),79.223.36.x/24,yes,blocked,blocked,none,2017-09-01
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-09-01
6805 (TDDE-ASN1),78.52.14.x/24,yes,blocked,blocked,none,2017-08-31
60294 (DE-DGW),185.22.142.x/24,yes,rewritten,rewritten,none,2017-08-31
3320 (DTAG),79.223.56.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-31
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-31
6805 (TDDE-ASN1),78.53.111.x/24,yes,blocked,blocked,none,2017-08-31
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-08-31
31334 (KABELDEUTSCHLAND-AS),95.91.225.x/24,yes,rewritten,rewritten,none,2017-08-31
31334 (KABELDEUTSCHLAND-AS),2a02:8108:4axx::/40,no,blocked,blocked,/64,2017-08-31
8767 (MNET-AS),188.174.176.x/24,yes,blocked,blocked,none,2017-08-31
8767 (MNET-AS),2001:a61:20xx::/40,no,blocked,blocked,/56,2017-08-31
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-08-31
3320 (DTAG),46.83.34.x/24,yes,rewritten,rewritten,none,2017-08-31
3320 (DTAG),79.242.126.x/24,yes,blocked,blocked,none,2017-08-31
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-08-31
8881 (VERSATEL),87.122.10.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),93.192.82.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),2003:d8:6bxx::/40,no,blocked,blocked,/56,2017-08-31
13101 (TNG-AS),86.103.224.x/24,yes,blocked,blocked,none,2017-08-31
8881 (VERSATEL),87.123.190.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),79.223.55.x/24,yes,blocked,blocked,none,2017-08-31
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-31
31334 (KABELDEUTSCHLAND-AS),95.91.225.x/24,yes,rewritten,rewritten,none,2017-08-30
31334 (KABELDEUTSCHLAND-AS),2a02:8108:4axx::/40,no,blocked,blocked,/64,2017-08-30
6830 (LGI-UPC),109.91.37.x/24,yes,blocked,blocked,none,2017-08-30
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-08-30
60294 (DE-DGW),185.22.142.x/24,yes,rewritten,rewritten,none,2017-08-30
35244 (KMS-DE_AS),77.47.118.x/24,yes,blocked,blocked,none,2017-08-30
35244 (KMS-DE_AS),2001:4c50:1xx::/40,no,blocked,blocked,/56,2017-08-30
31334 (KABELDEUTSCHLAND-AS),95.91.237.x/24,yes,blocked,blocked,none,2017-08-30
31334 (KABELDEUTSCHLAND-AS),2a02:810d:2exx::/40,no,blocked,blocked,/104,2017-08-30
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-08-30
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-08-30
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-30
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-30
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-08-30
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-08-30
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-08-30
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-08-30
8881 (VERSATEL),89.245.228.x/24,yes,blocked,blocked,none,2017-08-30
8881 (VERSATEL),87.123.188.x/24,yes,blocked,blocked,none,2017-08-30
3320 (DTAG),79.223.44.x/24,yes,blocked,blocked,none,2017-08-30
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-30
3320 (DTAG),79.223.44.x/24,yes,blocked,blocked,none,2017-08-29
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-08-29
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-08-29
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-08-29
6805 (TDDE-ASN1),92.230.33.x/24,yes,unknown,blocked,none,2017-08-29
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-29
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-29
8881 (VERSATEL),213.138.57.x/24,yes,unknown,unknown,none,2017-08-29
3320 (DTAG),79.223.33.x/24,yes,blocked,blocked,none,2017-08-28
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-28
3320 (DTAG),79.223.51.x/24,yes,blocked,blocked,none,2017-08-28
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/120,2017-08-28
3320 (DTAG),87.175.174.x/24,yes,blocked,blocked,none,2017-08-28
3320 (DTAG),2003:d8:6bxx::/40,no,blocked,blocked,/56,2017-08-28
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-28
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-28
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-08-28
8881 (VERSATEL),87.122.248.x/24,yes,blocked,blocked,none,2017-08-28
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-08-28
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,none,2017-08-28
8881 (VERSATEL),46.189.28.x/24,yes,blocked,blocked,none,2017-08-28
8881 (VERSATEL),89.245.52.x/24,yes,blocked,blocked,none,2017-08-28
3320 (DTAG),84.181.164.x/24,yes,blocked,blocked,none,2017-08-27
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-08-27
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/26,2017-08-27
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-08-27
30823 (COMBAHTON),5.1.80.x/24,no,blocked,blocked,/23,2017-08-27
3320 (DTAG),91.54.12.x/24,yes,blocked,blocked,none,2017-08-27
3320 (DTAG),91.54.12.x/24,yes,,,,2017-08-27
3320 (DTAG),2003:ce:c3xx::/40,no,blocked,blocked,none,2017-08-27
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-08-27
14061 (DIGITALOCEAN-ASN),46.101.240.x/24,no,blocked,blocked,none,2017-08-27
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-08-27
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-08-27
8881 (VERSATEL),89.245.228.x/24,yes,blocked,blocked,none,2017-08-27
3320 (DTAG),79.223.41.x/24,yes,blocked,blocked,none,2017-08-26
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/80,2017-08-26
3320 (DTAG),217.92.9.x/24,yes,rewritten,rewritten,none,2017-08-26
35244 (KMS-DE_AS),77.47.118.x/24,yes,blocked,blocked,none,2017-08-26
35244 (KMS-DE_AS),2001:4c50:1xx::/40,no,blocked,blocked,/56,2017-08-26
3320 (DTAG),217.92.9.x/24,yes,unknown,unknown,none,2017-08-26
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-08-26
31334 (KABELDEUTSCHLAND-AS),95.91.255.x/24,yes,blocked,blocked,none,2017-08-26
31334 (KABELDEUTSCHLAND-AS),2a02:810d:2exx::/40,no,blocked,blocked,/64,2017-08-26
8881 (VERSATEL),89.245.231.x/24,yes,blocked,blocked,none,2017-08-26
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-08-26
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-08-26
3320 (DTAG),84.181.50.x/24,yes,blocked,blocked,none,2017-08-26
3320 (DTAG),84.181.50.x/24,yes,blocked,blocked,none,2017-08-26
3320 (DTAG),79.223.54.x/24,yes,blocked,blocked,none,2017-08-26
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-26
3320 (DTAG),79.223.54.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-25
3320 (DTAG),79.223.45.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-08-25
3320 (DTAG),91.14.154.x/24,yes,blocked,blocked,none,2017-08-25
6805 (TDDE-ASN1),77.186.76.x/24,yes,unknown,blocked,none,2017-08-25
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-25
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-08-25
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-08-25
3320 (DTAG),79.242.102.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),84.181.168.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-08-25
8220 (COLT),213.61.98.x/24,yes,rewritten,blocked,/29,2017-08-25
8220 (COLT),213.61.98.x/24,yes,rewritten,blocked,/29,2017-08-25
6805 (TDDE-ASN1),78.52.66.x/24,yes,blocked,blocked,none,2017-08-25
3320 (DTAG),88.128.80.x/24,yes,blocked,blocked,none,2017-08-25
8881 (VERSATEL),89.245.235.x/24,yes,blocked,blocked,none,2017-08-25
15943 (WTNET-AS),46.59.136.x/24,yes,rewritten,rewritten,none,2017-08-25
15943 (WTNET-AS),46.59.136.x/24,yes,rewritten,rewritten,none,2017-08-25
6805 (TDDE-ASN1),78.52.22.x/24,yes,blocked,blocked,none,2017-08-24
3209 (VODANET),92.209.47.x/24,yes,blocked,blocked,none,2017-08-24
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-24
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-24
6805 (TDDE-ASN1),92.229.80.x/24,yes,blocked,blocked,none,2017-08-24
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-08-24
6805 (TDDE-ASN1),78.51.186.x/24,yes,blocked,blocked,none,2017-08-24
3209 (VODANET),92.209.47.x/24,yes,blocked,blocked,none,2017-08-24
3320 (DTAG),46.83.37.x/24,yes,rewritten,rewritten,none,2017-08-24
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-08-24
3320 (DTAG),79.223.49.x/24,yes,blocked,blocked,none,2017-08-24
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-24
8220 (COLT),213.61.98.x/24,yes,rewritten,blocked,/29,2017-08-24
3320 (DTAG),93.244.232.x/24,yes,blocked,blocked,none,2017-08-24
8881 (VERSATEL),89.27.237.x/24,yes,blocked,blocked,none,2017-08-24
12337 (NORIS-NETWORK),62.128.1.x/24,yes,blocked,blocked,none,2017-08-24
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/56,2017-08-24
8881 (VERSATEL),89.245.226.x/24,yes,blocked,blocked,none,2017-08-24
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-08-24
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-24
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-08-23
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-08-23
31334 (KABELDEUTSCHLAND-AS),95.91.225.x/24,yes,rewritten,rewritten,none,2017-08-23
31334 (KABELDEUTSCHLAND-AS),2a02:8108:4axx::/40,no,blocked,blocked,/64,2017-08-23
13101 (TNG-AS),86.103.234.x/24,yes,blocked,blocked,none,2017-08-23
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-08-23
3320 (DTAG),93.236.145.x/24,yes,unknown,unknown,none,2017-08-23
3320 (DTAG),84.181.160.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-08-23
3209 (VODANET),84.63.204.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-23
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-08-23
8881 (VERSATEL),89.245.227.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),84.181.168.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-08-23
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-08-23
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-08-23
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-08-23
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-08-23
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-08-23
36351 (SOFTLAYER),185.161.201.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),46.83.46.x/24,yes,rewritten,rewritten,none,2017-08-23
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-23
3209 (VODANET),92.213.1.x/24,yes,blocked,blocked,none,2017-08-23
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-08-22
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/104,2017-08-22
3320 (DTAG),84.181.173.x/24,yes,blocked,blocked,none,2017-08-22
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-22
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-08-22
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-08-22
3320 (DTAG),84.181.173.x/24,yes,blocked,blocked,none,2017-08-22
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-08-22
3320 (DTAG),46.83.39.x/24,yes,rewritten,rewritten,none,2017-08-22
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-22
3320 (DTAG),84.181.170.x/24,yes,blocked,blocked,none,2017-08-22
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-08-22
12337 (NORIS-NETWORK),62.128.1.x/24,yes,blocked,blocked,none,2017-08-22
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/88,2017-08-22
8881 (VERSATEL),89.245.231.x/24,yes,blocked,blocked,none,2017-08-22
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-08-21
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-21
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-08-21
3320 (DTAG),87.175.174.x/24,yes,blocked,blocked,none,2017-08-21
3320 (DTAG),2003:d8:6bxx::/40,no,blocked,blocked,/56,2017-08-21
8220 (COLT),213.61.98.x/24,yes,rewritten,blocked,/29,2017-08-21
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-08-21
3209 (VODANET),92.73.249.x/24,yes,blocked,blocked,none,2017-08-21
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-08-21
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-08-21
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-08-21
3320 (DTAG),84.181.168.x/24,yes,blocked,blocked,none,2017-08-21
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-08-21
8881 (VERSATEL),89.245.237.x/24,yes,blocked,blocked,none,2017-08-21
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-08-21
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-21
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-08-20
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-08-20
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-08-20
8881 (VERSATEL),87.122.9.x/24,yes,blocked,blocked,none,2017-08-20
6805 (TDDE-ASN1),78.52.234.x/24,yes,blocked,blocked,none,2017-08-20
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-08-20
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-08-20
3209 (VODANET),84.63.200.x/24,yes,blocked,blocked,none,2017-08-20
28753 (LEASEWEB-DE),178.162.199.x/24,yes,blocked,blocked,none,2017-08-20
